ad_id,ad_type,real_estate_type,region,city,type,living_area,land_area,floor,building_year,price,seller
6599717,prodaja,hiša,podravska,zgornji leskovec,samostojna,165.8,60658.0,,1967,179000.0,"c-nep agencija, d.o.o."
6748899,prodaja,hiša,podravska,zgornji porčič,samostojna,240.0,6650.0,k+p+m,1967,189000.0,zasebna ponudba
6817505,prodaja,hiša,podravska,zimica,samostojna,202.0,667.0,,1988,290000.0,zasebna ponudba
6830157,prodaja,hiša,podravska,zimica,samostojna,139.52,35000.0,k+p+m,1950,349000.0,24nep d.o.o.
6840672,prodaja,hiša,podravska,zlatoličje,samostojna,150.23,402.0,,2025,280000.0,"agenti nepremičninsko posredovanje, d.o.o."
6674908,prodaja,hiša,podravska,zlatoličje,samostojna,350.0,1012.0,,1980,233100.0,market center omnis d.o.o.
6812202,prodaja,hiša,podravska,zlatoličje,samostojna,380.0,587.0,,1993,259000.0,"c-nep agencija, d.o.o."
6744316,prodaja,hiša,podravska,žerovinci,samostojna,122.1,750.0,,2024,219900.0,"c-nep agencija, d.o.o."
6817412,prodaja,hiša,podravska,žetale,samostojna,215.3,38249.0,k+p+m,1972,129900.0,"agenti nepremičninsko posredovanje, d.o.o."
6812243,prodaja,hiša,podravska,župetinci,samostojna,313.0,9630.0,k+p+m,1999,135000.0,market center omnis d.o.o.
6591330,prodaja,hiša,podravska,žvab,samostojna,33.0,3990.0,,1800,29990.0,jeruzalem ormož sat d.o.o.
6288513,prodaja,hiša,podravska,žvab,drugo,550.0,5226.0,,1747,130000.0,"nepremičninska družba d.o.o., pe re/max poetovio"
6754893,prodaja,hiša,podravska,žvab,samostojna,200.97,4069.0,k+p+m,1985,185000.0,zasebna ponudba
6846050,prodaja,stanovanje,notranjska,cerknica,1-sobno,50.85,,p/3,2021,215000.0,zasebna ponudba
6841124,prodaja,stanovanje,notranjska,cerknica,"2,5-sobno",62.7,,1/2,1964,155000.0,ilira nepremičnine d.o.o.
6713343,prodaja,stanovanje,notranjska,cerknica,3-sobno,118.9,,p/1,1972,153000.0,nepremičnine land d.o.o.
6713618,prodaja,stanovanje,notranjska,cerknica,3-sobno,141.1,,p/1,1972,145000.0,nepremičnine land d.o.o.
6835320,prodaja,stanovanje,notranjska,dolnja košana,3-sobno,63.8,,4/5,1975,108000.0,nepremičnine land d.o.o.
6835683,prodaja,stanovanje,notranjska,ilirska bistrica,2-sobno,82.7,,1,1950,81000.0,stanovanjski sklad rs
6269354,prodaja,stanovanje,notranjska,ilirska bistrica,2-sobno,59.0,,4/4,1980,86000.0,zasebna ponudba
6789924,prodaja,stanovanje,notranjska,pivka,2-sobno,45.0,,1/3,2025,129920.0,nepremičnine land d.o.o.
6789922,prodaja,stanovanje,notranjska,pivka,2-sobno,45.0,,1/3,2025,129920.0,nepremičnine land d.o.o.
6789930,prodaja,stanovanje,notranjska,pivka,2-sobno,45.0,,3/3,2025,132160.0,nepremičnine land d.o.o.
6789926,prodaja,stanovanje,notranjska,pivka,2-sobno,45.0,,2/3,2025,131040.0,nepremičnine land d.o.o.
6789921,prodaja,stanovanje,notranjska,pivka,2-sobno,45.8,,p/3,2025,129920.0,nepremičnine land d.o.o.
6789931,prodaja,stanovanje,notranjska,pivka,2-sobno,56.6,,p/3,2025,142500.0,nepremičnine land d.o.o.
6790040,prodaja,stanovanje,notranjska,pivka,2-sobno,58.8,,p/3,2025,157000.0,nepremičnine land d.o.o.
6789919,prodaja,stanovanje,notranjska,pivka,"2,5-sobno",60.7,,p/3,2025,157088.0,nepremičnine land d.o.o.
6789927,prodaja,stanovanje,notranjska,pivka,"2,5-sobno",60.7,,3/3,2025,168270.0,nepremičnine land d.o.o.
6789925,prodaja,stanovanje,notranjska,pivka,"2,5-sobno",60.7,,2/3,2025,167738.0,nepremičnine land d.o.o.
6789928,prodaja,stanovanje,notranjska,pivka,"2,5-sobno",60.7,,3/3,2025,168270.0,nepremičnine land d.o.o.
6789923,prodaja,stanovanje,notranjska,pivka,"2,5-sobno",60.7,,1/3,2025,165608.0,nepremičnine land d.o.o.
6786163,prodaja,stanovanje,notranjska,pivka,3-sobno,72.2,,2/4,1970,140000.0,nepremičnine land d.o.o.
6751147,prodaja,stanovanje,notranjska,planina,2-sobno,43.0,,1/2,1935,70000.0,"niona, nina rangus s.p."
6785386,prodaja,stanovanje,notranjska,postojna,garsonjera,24.0,,p/3,1950,85000.0,zasebna ponudba
6835595,prodaja,stanovanje,notranjska,postojna,1-sobno,42.0,,5/5,2007,145000.0,zasebna ponudba
6770457,prodaja,stanovanje,notranjska,postojna,2-sobno,50.7,,2/3,1900,135000.0,snep nepremičnine d.o.o.
6733570,prodaja,stanovanje,notranjska,postojna,2-sobno,56.9,,1/3,1903,160000.0,nepremičnine land d.o.o.
6828527,oddaja,stanovanje,ljubljana mesto,ljubljana,"1,5-sobno",41.0,,4/14,1978,800.0,zasebna ponudba
6846797,oddaja,stanovanje,ljubljana mesto,ljubljana,"1,5-sobno",40.0,,10/13,1978,700.0,zasebna ponudba
6836655,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,65.8,,10/14,1978,1400.0,baza agencija d.o.o.
6816195,oddaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,70.0,,2/2,2023,1200.0,"aeon nepremičnine, d.o.o."
6491927,oddaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,95.0,349.0,,1965,1900.0,real invest d.o.o.
6846009,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,66.1,,2,1976,800.0,"agencija galileja, suzana tomašić s.p."
6847206,oddaja,stanovanje,ljubljana mesto,ljubljana,"3,5-sobno",88.5,,1/3,2023,1850.0,ljubljana nepremičnine d.o.o.
6808948,oddaja,stanovanje,ljubljana mesto,ljubljana,"2,5-sobno",75.0,,1/2,1897,1250.0,zasebna ponudba
6835262,oddaja,stanovanje,ljubljana mesto,ljubljana,soba,20.0,,1,2024,400.0,zasebna ponudba
6821294,oddaja,stanovanje,ljubljana mesto,ljubljana,soba,20.0,,,1980,295.0,zasebna ponudba
6822495,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,55.0,,1/4,2005,800.0,zasebna ponudba
6822631,oddaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,80.0,,,2006,1300.0,novi list d.o.o.
6786950,oddaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,80.3,,2,2004,1350.0,ljubljana nepremičnine d.o.o.
6846401,oddaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,80.3,,2,2004,1100.0,"infinis properties, sara ducman s.p."
6594967,oddaja,stanovanje,ljubljana mesto,ljubljana,"2,5-sobno",95.6,,,2018,1300.0,zasebna ponudba
6731023,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,54.0,300.0,p/2,2023,1190.0,uaau 4u d.o.o.
6841547,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,52.7,,2/2,1992,1000.0,"central re d.o.o., pe ljubljana"
6846668,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,64.0,,p/1,1930,690.0,ljubljana nepremičnine d.o.o.
6846626,oddaja,stanovanje,ljubljana mesto,ljubljana,"2,5-sobno",65.0,,1,1966,250.0,zasebna ponudba
6841315,oddaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,71.0,,1/1,1900,1200.0,zasebna ponudba
6819657,oddaja,stanovanje,ljubljana mesto,ljubljana,soba,25.0,,2/2,1972,340.0,zasebna ponudba
6845626,oddaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,130.0,150.0,1/2,1975,1500.0,zasebna ponudba
6781696,oddaja,stanovanje,ljubljana mesto,ljubljana,"4,5-sobno",255.0,,p/2,2023,4500.0,"nepremičninsko posredništvo, anže lenče s.p."
6846751,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,56.0,,vp/4,1988,650.0,zasebna ponudba
6836890,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,57.0,,1/3,2009,1300.0,"lobodas, posredništvo in storitve d.o.o."
6839265,oddaja,stanovanje,ljubljana mesto,ljubljana,"2,5-sobno",75.0,,2/3,1987,1000.0,top nepremičnina d.o.o.
6826414,oddaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,125.0,,2/7,2007,1950.0,zasebna ponudba
6845479,oddaja,stanovanje,ljubljana mesto,ljubljana,soba,20.0,,p/4,1979,350.0,zasebna ponudba
6834887,oddaja,stanovanje,ljubljana mesto,ljubljana,"2,5-sobno",65.1,,7/11,1969,1050.0,"van nepremičnine, d.o.o."
6846068,oddaja,stanovanje,ljubljana mesto,ljubljana,"2,5-sobno",68.0,,3/4,1953,1100.0,"erjavec nepremičnine, erjavec dušan s.p."
6846711,oddaja,stanovanje,ljubljana mesto,ljubljana,"1,5-sobno",47.0,,2/6,2002,900.0,zasebna ponudba
6823763,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,60.0,,3/7,1961,1000.0,zasebna ponudba
6245572,oddaja,stanovanje,ljubljana mesto,ljubljana,soba,18.0,,vp/3,2017,500.0,"agencija tomc, d.o.o."
6840350,oddaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,68.0,,vp,1965,1200.0,roni nepremičnine d.o.o.
6844428,oddaja,stanovanje,ljubljana mesto,ljubljana,"1,5-sobno",70.0,,4/4,2012,1200.0,zasebna ponudba
6814242,oddaja,stanovanje,ljubljana mesto,ljubljana,"2,5-sobno",70.0,,p/p,2023,1150.0,senon d.o.o.
6845942,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,32.0,,5/5,1986,720.0,zasebna ponudba
6847213,oddaja,stanovanje,ljubljana mesto,ljubljana,1-sobno,35.2,,,1991,700.0,"stan nepremičnine d.o.o., ljubljana"
6817086,oddaja,stanovanje,ljubljana mesto,ljubljana,"1,5-sobno",30.0,,pk/2,1909,750.0,"aeon nepremičnine, d.o.o."
6845922,oddaja,stanovanje,ljubljana mesto,ljubljana,1-sobno,30.0,,1/4,1990,1100.0,zasebna ponudba
6832739,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,30.1,,vp/5,1932,750.0,ljubljana nepremičnine d.o.o.
6527835,oddaja,stanovanje,ljubljana mesto,ljubljana,1-sobno,35.0,,p/4,2017,950.0,zasebna ponudba
6845959,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,40.0,,vp/3,2006,1000.0,zasebna ponudba
6834231,oddaja,stanovanje,ljubljana mesto,ljubljana,1-sobno,40.4,,1,1910,800.0,inalbea real estate d.o.o.
6837007,oddaja,stanovanje,ljubljana mesto,ljubljana,1-sobno,41.7,,,2004,950.0,abc nepremičnine d.o.o.
6338474,oddaja,stanovanje,ljubljana mesto,ljubljana,"1,5-sobno",42.0,,,2018,1100.0,novi list d.o.o.
6841102,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,44.5,,p/3,2023,1400.0,baza agencija d.o.o.
6837317,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,48.0,,6,2023,1250.0,"stoja trade, d.o.o., ljubljana"
6841515,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,50.0,,2,1929,700.0,ku-mi nepremičnine d.o.o.
6791439,prodaja,stanovanje,pomurska,radenci,3-sobno,79.62,,6/6,2022,198396.16,lesnina lgm prodajni center levec d.o.o.
6790654,prodaja,stanovanje,pomurska,radenci,2-sobno,129.36,,p/6,2022,169411.07,lesnina lgm prodajni center levec d.o.o.
6791277,prodaja,stanovanje,pomurska,apače,2-sobno,42.1,,1/2,2024,94565.0,market center omnis d.o.o.
6828444,prodaja,stanovanje,pomurska,apače,2-sobno,42.53,,2/2,2024,95083.23,dom m5 d.o.o.
6791268,prodaja,stanovanje,pomurska,apače,2-sobno,42.53,,2/2,2024,95084.0,market center omnis d.o.o.
6791261,prodaja,stanovanje,pomurska,apače,2-sobno,50.62,,1/2,2024,113464.0,market center omnis d.o.o.
6791278,prodaja,stanovanje,pomurska,apače,2-sobno,55.52,,1/2,2024,126895.0,market center omnis d.o.o.
6791270,prodaja,stanovanje,pomurska,apače,2-sobno,55.84,,2/2,2024,127256.0,market center omnis d.o.o.
6826240,prodaja,stanovanje,pomurska,apače,2-sobno,58.01,,1/2,2024,126759.4,dom m5 d.o.o.
6791263,prodaja,stanovanje,pomurska,apače,2-sobno,58.01,,1/2,2024,126760.0,market center omnis d.o.o.
6807013,prodaja,stanovanje,pomurska,apače,2-sobno,60.03,,2,2025,129059.44,"c-nep agencija, d.o.o."
6791269,prodaja,stanovanje,pomurska,apače,2-sobno,60.03,,2/2,2024,129060.0,market center omnis d.o.o.
6830123,prodaja,stanovanje,pomurska,apače,2-sobno,63.77,,2/2,2024,139200.23,dom m5 d.o.o.
6791267,prodaja,stanovanje,pomurska,apače,2-sobno,63.77,,2/2,2024,139201.0,market center omnis d.o.o.
6791264,prodaja,stanovanje,pomurska,apače,3-sobno,68.34,,2/2,2024,149709.0,market center omnis d.o.o.
6791275,prodaja,stanovanje,pomurska,apače,3-sobno,70.28,,1/2,2024,148176.0,market center omnis d.o.o.
6791939,prodaja,stanovanje,pomurska,apače,3-sobno,70.28,,1,2025,148175.4,"c-nep agencija, d.o.o."
6791279,prodaja,stanovanje,pomurska,apače,3-sobno,73.32,,1/2,2024,154341.0,market center omnis d.o.o.
6791276,prodaja,stanovanje,pomurska,apače,3-sobno,74.62,,1/2,2024,164955.0,market center omnis d.o.o.
6807386,prodaja,stanovanje,pomurska,apače,3-sobno,74.92,,2,2025,157384.35,"c-nep agencija, d.o.o."
6827391,prodaja,stanovanje,pomurska,apače,3-sobno,74.92,,,2024,157384.35,dom m5 d.o.o.
6791274,prodaja,stanovanje,pomurska,apače,3-sobno,74.92,,2,2024,157384.0,market center omnis d.o.o.
6824942,prodaja,stanovanje,pomurska,apače,3-sobno,80.79,,1/2,2024,170611.95,dom m5 d.o.o.
6791262,prodaja,stanovanje,pomurska,apače,3-sobno,80.79,,1/2,2024,170612.0,market center omnis d.o.o.
6791272,prodaja,stanovanje,pomurska,apače,3-sobno,89.02,,2/2,2024,179624.0,market center omnis d.o.o.
6545512,prodaja,stanovanje,dolenjska,trebnje,3-sobno,80.39,,m/3,2022,264900.0,"oridom nepremičnine d.o.o., pe"
6464124,prodaja,stanovanje,dolenjska,trebnje,3-sobno,84.2,,pk,2024,264900.0,grading kurent d.o.o.
6769289,prodaja,stanovanje,dolenjska,trebnje,3-sobno,86.33,,1/k+p+1+m,2024,274900.0,krka nepremičnine d.o.o.
6769290,prodaja,stanovanje,dolenjska,trebnje,3-sobno,87.8,,m/k+p+1+m,2024,264900.0,krka nepremičnine d.o.o.
6725661,prodaja,stanovanje,dolenjska,trebnje,4-sobno,115.4,86.0,p/1,2024,276000.0,krka nepremičnine d.o.o.
6725673,prodaja,stanovanje,dolenjska,trebnje,4-sobno,134.3,86.0,1/1,2024,276000.0,krka nepremičnine d.o.o.
6842344,prodaja,stanovanje,dolenjska,trebnje,"2,5-sobno",70.0,,1/4,1968,160000.0,zasebna ponudba
6743582,prodaja,stanovanje,dolenjska,trebnje,4-sobno,105.0,,2/2,2011,299250.0,zasebna ponudba
6840197,prodaja,stanovanje,dolenjska,velike brusnice,2-sobno,50.6,,3/3,1973,138000.0,prenova marko bele s.p. novo mesto
6840813,oddaja,stanovanje,juzna primorska,ankaran,3-sobno,62.0,,1,2023,800.0,zasebna ponudba
6846749,oddaja,stanovanje,juzna primorska,bertoki,2-sobno,37.0,,1/2,2001,600.0,zasebna ponudba
6728290,oddaja,stanovanje,juzna primorska,boršt,"1,5-sobno",35.0,150.0,p/1,1990,500.0,zasebna ponudba
6834226,oddaja,stanovanje,juzna primorska,bošamarin,1-sobno,40.0,,p,2019,600.0,zasebna ponudba
6778345,oddaja,stanovanje,juzna primorska,filipčje brdo,3-sobno,60.0,,,1800,700.0,"kras nepremičnine, nina čebulec s.p."
6816567,oddaja,stanovanje,juzna primorska,hrvatini,3-sobno,75.0,,1/1,2001,1050.0,zasebna ponudba
6841686,oddaja,stanovanje,juzna primorska,izola,soba,12.0,,1/2,1910,350.0,zasebna ponudba
6840437,oddaja,stanovanje,juzna primorska,izola,garsonjera,30.0,,2/4,2002,600.0,zasebna ponudba
6834697,oddaja,stanovanje,juzna primorska,izola,2-sobno,33.2,,,1909,700.0,abc nepremičnine d.o.o.
6842387,oddaja,stanovanje,juzna primorska,izola,garsonjera,41.0,,,2024,650.0,zasebna ponudba
6846722,oddaja,stanovanje,juzna primorska,izola,2-sobno,41.1,,2,1985,550.0,adria nepremičnine d.o.o.
6841343,oddaja,stanovanje,juzna primorska,izola,1-sobno,45.0,,p/2,1910,800.0,zasebna ponudba
6846446,oddaja,stanovanje,juzna primorska,izola,3-sobno,52.0,,1/4,1964,1200.0,zasebna ponudba
6829560,oddaja,stanovanje,juzna primorska,izola,2-sobno,58.0,,p/4,2017,1200.0,agencija nera d.o.o.
6836347,oddaja,stanovanje,juzna primorska,izola,4-sobno,150.0,,p/4,2017,2500.0,zasebna ponudba
6840145,oddaja,stanovanje,juzna primorska,izola,1-sobno,32.0,16.0,p/3,2024,830.0,zasebna ponudba
6839222,oddaja,stanovanje,juzna primorska,izola,apartma,20.0,70.0,2/3,1968,550.0,zasebna ponudba
6845960,oddaja,stanovanje,juzna primorska,izola,apartma,30.0,10.0,p/3,1900,450.0,zasebna ponudba
6780673,oddaja,stanovanje,juzna primorska,izola,1-sobno,40.0,,5/5,1980,620.0,zasebna ponudba
6748379,oddaja,stanovanje,juzna primorska,izola,1-sobno,30.0,,2/3,2020,500.0,zasebna ponudba
6840639,oddaja,stanovanje,juzna primorska,izola,garsonjera,38.0,,,2024,600.0,zasebna ponudba
6828364,oddaja,stanovanje,juzna primorska,izola,2-sobno,48.0,,2/2,1950,690.0,zasebna ponudba
6837714,prodaja,stanovanje,podravska,tabor,3-sobno,74.9,,2,1911,145000.0,"galea, nepremičnine, posredovanje d.o.o."
6538394,prodaja,stanovanje,podravska,tabor,3-sobno,78.0,78.0,3/8,1978,200000.0,zasebna ponudba
6837214,prodaja,stanovanje,podravska,tabor,"3,5-sobno",78.48,,4/10,1971,198000.0,zasebna ponudba
6837427,prodaja,stanovanje,podravska,tabor,3-sobno,80.1,,2/2,1928,198000.0,zasebna ponudba
6837786,prodaja,stanovanje,podravska,tabor,"3,5-sobno",82.9,,3,2024,280000.0,"c-nep agencija, d.o.o."
6704896,prodaja,stanovanje,podravska,tabor,"3,5-sobno",82.9,,1,2024,270000.0,"c-nep agencija, d.o.o."
6705497,prodaja,stanovanje,podravska,tabor,"3,5-sobno",82.9,,1/3,2024,270000.0,"c-nep agencija, d.o.o."
6693024,prodaja,stanovanje,podravska,tabor,"3,5-sobno",82.9,,1,2024,270000.0,"c-nep agencija, d.o.o."
6840696,prodaja,stanovanje,podravska,tabor,"3,5-sobno",82.9,,1,2024,238000.0,"c-nep agencija, d.o.o."
6834929,prodaja,stanovanje,podravska,tabor,"3,5-sobno",82.9,,1,2024,238000.0,"c-nep agencija, d.o.o."
6740006,prodaja,stanovanje,podravska,tabor,"3,5-sobno",82.9,,1,2024,248000.0,"c-nep agencija, d.o.o."
6846327,prodaja,stanovanje,podravska,tabor,2-sobno,90.8,,1,1936,137900.0,"c-nep agencija, d.o.o."
6493196,prodaja,stanovanje,podravska,tabor,2-sobno,91.1,,7/7,2008,264000.0,market center omnis d.o.o.
6812773,prodaja,stanovanje,podravska,tabor,3-sobno,92.0,,4/4,2003,124900.0,u.m.m. nepremičnine d.o.o.
6839876,prodaja,stanovanje,podravska,tabor,3-sobno,102.0,,8/8,1979,219700.0,market center omnis d.o.o.
6840374,prodaja,stanovanje,podravska,tabor,"3,5-sobno",103.0,,17,2009,342000.0,"galea, nepremičnine, posredovanje d.o.o."
6846273,prodaja,stanovanje,podravska,tabor,"3,5-sobno",103.0,,17/17,2009,342000.0,dual nepremičnine d.o.o.
6837748,prodaja,stanovanje,podravska,tabor,3-sobno,108.3,,vp,1926,189000.0,agencija i3 d.o.o.
6846271,prodaja,stanovanje,podravska,tabor,3-sobno,108.3,,,1926,189000.0,"re/max avenija, nepremičnine maribor d.o.o."
6622925,prodaja,stanovanje,podravska,tabor,5 in večsobno,113.0,,p/4,1975,253000.0,market center omnis d.o.o.
6846021,prodaja,stanovanje,podravska,tabor,3-sobno,128.8,,,1897,194900.0,"re/max avenija, nepremičnine maribor d.o.o."
6752703,prodaja,stanovanje,podravska,tabor,3-sobno,79.1,,1/1,1887,147000.0,"dom-us, nepremičnine, d.o.o."
6829380,prodaja,stanovanje,podravska,tabor,2-sobno,66.5,,3/7,2009,185000.0,zasebna ponudba
6838368,prodaja,stanovanje,podravska,tabor,1-sobno,46.9,,3/3,1955,91000.0,"re/max avenija, nepremičnine maribor d.o.o."
6846100,prodaja,stanovanje,podravska,tabor,3-sobno,113.0,250.0,1/2,1937,180000.0,zasebna ponudba
6682366,prodaja,hiša,podravska,savinsko,samostojna,65.0,1153.0,k+p,1982,46000.0,"agenti nepremičninsko posredovanje, d.o.o."
6791506,prodaja,hiša,podravska,selnica ob dravi,dvojček,67.2,299.0,k+p+m,1967,106000.0,"nepremičninska družba d.o.o., pe re/max poetovio"
6742061,prodaja,hiša,podravska,selnica ob dravi,samostojna,236.3,922.0,,2007,260000.0,"sdh, d.d."
6828744,prodaja,hiša,podravska,selnica ob muri,samostojna,85.2,1010.0,k+p+m,1993,99000.0,planetum d.o.o.
6753706,prodaja,hiša,podravska,senčak,samostojna,113.0,4553.0,p,1988,150000.0,prips nepremičnine d.o.o.
6770361,prodaja,hiša,podravska,senčak,samostojna,91.0,1395.0,,1986,105000.0,"galea, nepremičnine, posredovanje d.o.o."
6613962,prodaja,hiša,podravska,senčak,samostojna,110.0,1395.0,k+p+m,1990,105000.0,zasebna ponudba
6831901,prodaja,hiša,podravska,skoke,samostojna,355.0,853.0,p+1,2007,208000.0,planetum d.o.o.
6483488,prodaja,hiša,podravska,slatina,vrstna,153.0,737.0,k+p+1+m,1988,65000.0,"nepremičninska družba d.o.o., pe re/max poetovio"
6841406,prodaja,hiša,podravska,slavšina,samostojna,100.0,30000.0,k+p,1971,150000.0,zasebna ponudba
6846005,prodaja,hiša,podravska,slivnica pri mariboru,samostojna,140.0,968.0,p+1,1997,189000.0,zasebna ponudba
6825622,prodaja,hiša,podravska,slivnica pri mariboru,samostojna,316.9,888.0,,1990,378000.0,"klavdija neuberg s.p., poslovanje z nepremičninami"
6573888,prodaja,hiša,podravska,slivnica pri mariboru,samostojna,5400.0,22000.0,,1493,620000.0,vila portorož d.o.o.
6292223,prodaja,hiša,podravska,slivniško pohorje,samostojna,200.0,1264.0,,2004,160000.0,zasebna ponudba
6740348,prodaja,hiša,podravska,slovenja vas,trojček,208.6,469.0,p+1,2022,355000.0,"nepremičninska družba d.o.o., pe re/max poetovio"
6775199,prodaja,hiša,podravska,slovenja vas,trojček,208.6,385.0,p+1,2022,345000.0,"nepremičninska družba d.o.o., pe re/max poetovio"
6838722,prodaja,hiša,podravska,slovenska bistrica,dvojček,69.0,,,2020,210000.0,"agenti nepremičninsko posredovanje, d.o.o."
6514414,prodaja,hiša,podravska,slovenska bistrica,samostojna,90.0,871.0,k+p+m,2015,45000.0,"agenti nepremičninsko posredovanje, d.o.o."
6790613,prodaja,hiša,podravska,slovenska bistrica,dvojček,104.57,100.0,,2024,258000.0,"agenti nepremičninsko posredovanje, d.o.o."
6757400,prodaja,hiša,podravska,slovenska bistrica,dvojček,122.5,273.0,p+1,2013,299900.0,zoro d.o.o.
6827944,prodaja,hiša,podravska,slovenska bistrica,dvojček,122.5,273.0,p+1,2013,299000.0,zasebna ponudba
6793023,prodaja,hiša,podravska,slovenska bistrica,samostojna,145.5,687.0,,2024,210000.0,"agenti nepremičninsko posredovanje, d.o.o."
6836363,prodaja,hiša,podravska,slovenska bistrica,samostojna,206.67,601.0,,1973,220000.0,"re/max avenija, nepremičnine maribor d.o.o."
6820990,prodaja,hiša,podravska,slovenska bistrica,samostojna,238.6,714.0,k+p+m,2014,465000.0,market center omnis d.o.o.
6766827,prodaja,hiša,podravska,slovenska bistrica,samostojna,248.0,714.0,k+p+m,2014,465000.0,"agenti nepremičninsko posredovanje, d.o.o."
6821244,prodaja,stanovanje,gorenjska,bled,3-sobno,135.0,,,1990,750000.0,zasebna ponudba
6772607,prodaja,stanovanje,gorenjska,kranj,4-sobno,94.7,,,1986,239000.0,fesst nepremičnine d.o.o.
6718342,prodaja,stanovanje,gorenjska,kranj,4-sobno,141.3,,2,1977,272000.0,moneta invest d.o.o.
6572743,prodaja,stanovanje,gorenjska,kranj,4-sobno,84.9,,2/4,2023,303000.0,clipplus d.o.o.
6572259,prodaja,stanovanje,gorenjska,kranj,3-sobno,72.3,,4/4,2023,269126.58,clipplus d.o.o.
6739270,prodaja,stanovanje,gorenjska,ambrož pod krvavcem,apartma,48.2,,p/1,1988,173000.0,zasebna ponudba
6786107,prodaja,stanovanje,gorenjska,begunje na gorenjskem,1-sobno,41.9,,2/4,1987,129000.0,k3 kern d.o.o.
6623203,prodaja,stanovanje,gorenjska,bistrica pri tržiču,2-sobno,77.0,,k+p+m,1985,139000.0,"romit, d.o.o."
6841324,prodaja,stanovanje,gorenjska,bistrica pri tržiču,3-sobno,79.0,,4/4,1975,239000.0,zasebna ponudba
6598791,prodaja,stanovanje,gorenjska,bistrica pri tržiču,3-sobno,95.0,,,1969,235000.0,zasebna ponudba
6562309,prodaja,stanovanje,gorenjska,bistrica pri tržiču,2-sobno,77.0,,k+p+m/k+p+m,1986,142000.0,oaza nepremičnine d.o.o.
6840809,prodaja,stanovanje,gorenjska,bled,garsonjera,20.6,,4/5,1975,115000.0,"mreža&partnerji, nepremičnine, d.o.o."
6845476,prodaja,stanovanje,gorenjska,bled,garsonjera,22.8,,5/5,1984,114500.0,itd nepremičnine d.o.o.
6735069,prodaja,stanovanje,gorenjska,bled,3-sobno,78.3,,2/2,1961,280000.0,zasebna ponudba
6836405,prodaja,stanovanje,gorenjska,bled,"2,5-sobno",85.3,,2/2,2007,345000.0,makler bled d.o.o.
6822678,prodaja,stanovanje,gorenjska,bled,4-sobno,101.6,,1/6,1967,390000.0,altum ae group d.o.o.
6834919,prodaja,stanovanje,gorenjska,bled,4-sobno,101.6,,1/6,1967,390000.0,altum ae group d.o.o.
6472928,prodaja,stanovanje,gorenjska,bled,4-sobno,201.0,307.0,k+p,1981,550000.0,zasebna ponudba
6634466,prodaja,stanovanje,gorenjska,bled,apartma,22.7,,2/3,1900,151000.0,makler bled d.o.o.
6533306,prodaja,stanovanje,gorenjska,bled,garsonjera,47.7,,p/2,2018,180000.0,ja invest 888 d.o.o.
6533338,prodaja,stanovanje,gorenjska,bled,4-sobno,99.1,,p/2,2018,390000.0,ja invest 888 d.o.o.
6846799,prodaja,stanovanje,gorenjska,blejska dobrava,2-sobno,75.0,110.0,1/k+p+1,2021,152000.0,exedra nepremičnine - dragan dušanić s.p.
6832740,prodaja,stanovanje,gorenjska,bohinjska bistrica,2-sobno,57.0,,p/1,1902,139000.0,mesto nepremičnin d.o.o.
6821692,prodaja,stanovanje,gorenjska,bohinjska bistrica,3-sobno,83.5,200.0,p/1,2024,424500.0,mesto nepremičnin d.o.o.
6821702,prodaja,stanovanje,gorenjska,bohinjska bistrica,4-sobno,115.9,200.0,p/2,2023,499000.0,mesto nepremičnin d.o.o.
6690794,prodaja,hiša,podravska,spodnje verjane,samostojna,194.5,741.8,p+m,2022,149000.0,market center omnis d.o.o.
6690832,prodaja,hiša,podravska,spodnje verjane,samostojna,194.5,647.0,p+m,2022,147000.0,market center omnis d.o.o.
6740811,prodaja,hiša,podravska,spodnji boč,samostojna,400.0,11000.0,k+p+1,2011,60000.0,zasebna ponudba
