ad_id,ad_type,real_estate_type,region,city,type,living_area,land_area,floor,building_year,price,seller
6587325,prodaja,stanovanje,juzna primorska,šmarje,3-sobno,79.3,,1/2,2025,304004.0,"stoja trade, d.o.o., ljubljana"
6847096,prodaja,stanovanje,juzna primorska,šmarje,3-sobno,79.4,,1,2025,302909.0,"stoja trade, d.o.o., ljubljana"
6781431,prodaja,stanovanje,juzna primorska,šmarje,4-sobno,86.0,,,2025,337358.0,"aeon nepremičnine, d.o.o."
6771041,prodaja,stanovanje,juzna primorska,šmarje,4-sobno,90.4,,1/2,2025,343907.0,"stoja trade, d.o.o., ljubljana"
6840675,prodaja,stanovanje,juzna primorska,šmarje,4-sobno,90.6,,p/2,2025,347914.0,"stoja trade, d.o.o., ljubljana"
6587319,prodaja,stanovanje,juzna primorska,šmarje,4-sobno,91.2,,2/2,2025,343621.0,"stoja trade, d.o.o., ljubljana"
6771043,prodaja,stanovanje,juzna primorska,šmarje,4-sobno,94.6,,p,2025,354922.0,"stoja trade, d.o.o., ljubljana"
6840428,prodaja,stanovanje,juzna primorska,zgornje škofije,2-sobno,63.0,,2/2,2005,249000.0,zasebna ponudba
6571617,prodaja,hiša,juzna primorska,koper,samostojna,206.0,744.0,k+p+1,2013,555000.0,adria nepremičnine d.o.o.
6831699,prodaja,hiša,juzna primorska,koper,samostojna,353.0,2691.0,,2003,1770000.0,"urbanistika, družba za projektiranje, inženiring in nepremičnine d.o.o."
6831111,prodaja,hiša,juzna primorska,koper,samostojna,358.1,1092.0,,2006,1890000.0,"market center omnis d.o.o., pe nepremičninski center koper"
6457394,prodaja,hiša,juzna primorska,koper,samostojna,378.0,200.0,p+1+2+m,1900,1490000.0,veda nepremičnine d.o.o.
6786178,prodaja,hiša,juzna primorska,koper,samostojna,380.0,1069.0,,1980,950000.0,"focus nepremičnine, eva lukin s.p."
6827789,prodaja,hiša,juzna primorska,koper,samostojna,438.0,1160.0,,1987,1270000.0,"urbanistika, družba za projektiranje, inženiring in nepremičnine d.o.o."
6732534,prodaja,hiša,juzna primorska,koper,samostojna,438.0,6088.0,,1987,3350000.0,"urbanistika, družba za projektiranje, inženiring in nepremičnine d.o.o."
6836887,prodaja,hiša,juzna primorska,koper,samostojna,703.89,2078.0,k+p+1+m,2008,1990000.0,planetum d.o.o.
6580879,prodaja,hiša,juzna primorska,koper,samostojna,380.0,745.0,,1967,1540000.0,lares nepremičninska družba d.o.o.
6782147,prodaja,hiša,juzna primorska,koper,vrstna,119.9,293.0,p+1,1935,410000.0,"apertura, poslovanje z nepremičninami, d.o.o."
6837226,prodaja,hiša,juzna primorska,koper,vrstna,163.0,,p+1+2,1990,439000.0,1a nepremičnine d.o.o.
6822507,prodaja,hiša,juzna primorska,koper,samostojna,245.0,,p+1+m,2023,1190000.0,zasebna ponudba
6829136,prodaja,hiša,juzna primorska,koper,vrstna,130.0,,p+1,1850,382000.0,"mareal, poslovanje z nepremičninami, klaj branka s.p."
6510432,prodaja,hiša,juzna primorska,koper,vrstna,103.4,85.0,p+1+2+m,1990,600000.0,"apertura, poslovanje z nepremičninami, d.o.o."
6593249,prodaja,hiša,juzna primorska,koper,samostojna,168.0,146.0,k+p+1,1847,750000.0,obala nepremičnine d.o.o.
6841525,prodaja,hiša,juzna primorska,koper,vrstna,135.5,113.0,p+1,1900,558000.0,"market center omnis d.o.o., pe nepremičninski center koper"
6811377,prodaja,hiša,juzna primorska,koper,samostojna,302.6,5703.0,,2007,1450000.0,"nepremičninska družba, d.o.o., pe re/max obala"
6828150,prodaja,hiša,juzna primorska,koper,samostojna,207.0,1711.0,,1987,688000.0,abc nepremičnine d.o.o.
6728368,prodaja,hiša,juzna primorska,koper,samostojna,207.0,1711.0,k+p+1,1987,688000.0,zasebna ponudba
6846277,prodaja,hiša,juzna primorska,koper,samostojna,207.0,1711.0,p+1,1987,688000.0,j-profit d.o.o.
6453363,prodaja,hiša,juzna primorska,koper,vrstna,378.8,,p+1+2+m,1900,1490000.0,"apertura, poslovanje z nepremičninami, d.o.o."
6582330,prodaja,hiša,juzna primorska,koper,samostojna,358.0,1092.0,,2006,1890000.0,"focus nepremičnine, eva lukin s.p."
6754860,prodaja,hiša,juzna primorska,koper,samostojna,207.0,1711.0,,1986,688000.0,"market center omnis d.o.o., pe nepremičninski center ljubljana"
6846032,prodaja,hiša,juzna primorska,koper,vrstna,107.8,186.0,p,1970,329000.0,ljubljana nepremičnine d.o.o.
6791417,prodaja,stanovanje,pomurska,radenci,2-sobno,48.65,,3/6,2022,134626.97,lesnina lgm prodajni center levec d.o.o.
6592251,prodaja,stanovanje,pomurska,radenci,1-sobno,54.15,,,2024,112243.63,"c-nep agencija, d.o.o."
6791434,prodaja,stanovanje,pomurska,radenci,2-sobno,57.53,,5/6,2022,162278.4,lesnina lgm prodajni center levec d.o.o.
6821846,prodaja,stanovanje,pomurska,radenci,2-sobno,57.53,,5/6,2024,162278.0,market center omnis d.o.o.
6837255,prodaja,stanovanje,pomurska,radenci,1-sobno,57.6,,3/6,2024,163384.1,baza agencija d.o.o.
6791424,prodaja,stanovanje,pomurska,radenci,2-sobno,58.81,,3/6,2022,163384.1,lesnina lgm prodajni center levec d.o.o.
6821843,prodaja,stanovanje,pomurska,radenci,2-sobno,58.81,,3/6,2024,163384.0,market center omnis d.o.o.
6791441,prodaja,stanovanje,pomurska,radenci,2-sobno,59.04,,6/6,2022,161969.34,lesnina lgm prodajni center levec d.o.o.
6821809,prodaja,stanovanje,pomurska,radenci,2-sobno,59.04,,6/6,2024,161969.0,market center omnis d.o.o.
6791301,prodaja,stanovanje,pomurska,radenci,2-sobno,61.01,,p/6,2022,145507.34,lesnina lgm prodajni center levec d.o.o.
6681563,prodaja,stanovanje,pomurska,radenci,2-sobno,61.01,,p/6,2024,145507.0,market center omnis d.o.o.
6791411,prodaja,stanovanje,pomurska,radenci,2-sobno,67.33,,2/6,2022,165468.7,lesnina lgm prodajni center levec d.o.o.
6819668,prodaja,stanovanje,pomurska,radenci,2-sobno,67.33,,2/6,2024,165469.0,market center omnis d.o.o.
6773860,prodaja,stanovanje,pomurska,radenci,2-sobno,68.2,,2/2,1900,89000.0,"nepremičninska družba d.o.o., pe re/max poetovio"
6819662,prodaja,stanovanje,pomurska,radenci,2-sobno,70.65,,p/6,2024,145627.0,market center omnis d.o.o.
6815223,prodaja,stanovanje,pomurska,radenci,3-sobno,72.1,,5/5,1972,125000.0,"aeon nepremičnine, d.o.o."
6791415,prodaja,stanovanje,pomurska,radenci,2-sobno,72.37,,3/6,2022,156349.42,lesnina lgm prodajni center levec d.o.o.
6821841,prodaja,stanovanje,pomurska,radenci,2-sobno,72.37,,3/6,2024,156349.0,market center omnis d.o.o.
6811638,prodaja,stanovanje,pomurska,radenci,1-sobno,72.49,,5/6,2024,157096.2,baza agencija d.o.o.
6791324,prodaja,stanovanje,pomurska,radenci,2-sobno,73.43,,1/6,2022,159514.52,lesnina lgm prodajni center levec d.o.o.
6819666,prodaja,stanovanje,pomurska,radenci,2-sobno,73.43,,1/6,2024,159515.0,market center omnis d.o.o.
6791431,prodaja,stanovanje,pomurska,radenci,2-sobno,74.84,,5/6,2022,157096.2,lesnina lgm prodajni center levec d.o.o.
6791435,prodaja,stanovanje,pomurska,radenci,2-sobno,75.42,,6/6,2022,156633.2,lesnina lgm prodajni center levec d.o.o.
6821812,prodaja,stanovanje,pomurska,radenci,2-sobno,75.42,,6/6,2024,156633.0,market center omnis d.o.o.
6791393,prodaja,stanovanje,pomurska,radenci,2-sobno,75.78,,2/6,2022,159514.52,lesnina lgm prodajni center levec d.o.o.
6824212,prodaja,stanovanje,gorenjska,kranj,2-sobno,69.9,,3/3,2009,245000.0,fesst nepremičnine d.o.o.
6583270,prodaja,stanovanje,gorenjska,kranj,2-sobno,70.04,,1/3,2009,245000.0,itd nepremičnine d.o.o.
6845622,prodaja,stanovanje,gorenjska,kranj,3-sobno,70.15,,4/4,1963,239000.0,zasebna ponudba
6817069,prodaja,stanovanje,gorenjska,kranj,3-sobno,70.6,,3/3,2024,210000.0,fesst nepremičnine d.o.o.
6815644,prodaja,stanovanje,gorenjska,kranj,"3,5-sobno",72.2,,p/22,1968,249000.0,itd nepremičnine d.o.o.
6781203,prodaja,stanovanje,gorenjska,kranj,3-sobno,72.4,,2/9,1968,280000.0,itd nepremičnine d.o.o.
6508024,prodaja,stanovanje,gorenjska,kranj,3-sobno,73.9,,4/4,1989,189000.0,fesst nepremičnine d.o.o.
6769899,prodaja,stanovanje,gorenjska,kranj,3-sobno,74.29,,1/4,2023,262377.5,id dolnov d.o.o.
6832651,prodaja,stanovanje,gorenjska,kranj,3-sobno,74.29,,1/4,2024,262377.5,baza agencija d.o.o.
6835397,prodaja,stanovanje,gorenjska,kranj,3-sobno,74.84,,2/4,2007,285000.0,zasebna ponudba
6846253,prodaja,stanovanje,gorenjska,kranj,3-sobno,76.3,,p/8,1981,279000.0,nepremičnina posredovanje d.o.o.
6767047,prodaja,stanovanje,gorenjska,kranj,3-sobno,76.68,,1/4,2023,270418.75,id dolnov d.o.o.
6836639,prodaja,stanovanje,gorenjska,kranj,"3,5-sobno",77.0,,p/5,1980,280000.0,zasebna ponudba
6767136,prodaja,stanovanje,gorenjska,kranj,3-sobno,78.0,,,1986,204000.0,k3 kern d.o.o.
6761895,prodaja,stanovanje,gorenjska,kranj,3-sobno,79.03,,1/4,2023,279763.75,id dolnov d.o.o.
6827824,prodaja,stanovanje,gorenjska,kranj,3-sobno,79.8,,11/12,1974,315000.0,"mreža&partnerji, nepremičnine, d.o.o."
6839742,prodaja,stanovanje,gorenjska,kranj,3-sobno,79.8,,11/12,1974,315000.0,baza agencija d.o.o.
6502604,prodaja,stanovanje,gorenjska,kranj,3-sobno,80.03,,8/12,1974,245000.0,expert nepremičnine d.o.o.
6826391,prodaja,stanovanje,gorenjska,kranj,3-sobno,81.8,,11/11,1974,315000.0,blok d.o.o.
6832154,prodaja,stanovanje,gorenjska,kranj,3-sobno,82.3,,2/2,1987,230000.0,mesto nepremičnin d.o.o.
6724868,prodaja,stanovanje,gorenjska,kranj,3-sobno,82.3,,3,1987,229990.0,agencija i3 d.o.o.
6831855,prodaja,stanovanje,gorenjska,kranj,3-sobno,86.79,,3/4,2024,303677.0,baza agencija d.o.o.
6639248,prodaja,stanovanje,gorenjska,kranj,"2,5-sobno",87.0,169.0,pk,1938,199000.0,zasebna ponudba
6636690,prodaja,stanovanje,gorenjska,kranj,"2,5-sobno",87.0,,pk,1938,199000.0,fesst nepremičnine d.o.o.
6842386,prodaja,hiša,ljubljana mesto,ljubljana,dvojček,152.71,314.0,p+1,2024,543000.0,"stan nepremičnine d.o.o., ljubljana"
6817462,prodaja,hiša,ljubljana mesto,ljubljana,dvojček,152.71,316.0,p+1,2024,554000.0,"stan nepremičnine d.o.o., ljubljana"
6607613,prodaja,hiša,ljubljana mesto,ljubljana,dvojček,152.71,316.0,p+1,2024,554000.0,imi stil d.o.o.
6603623,prodaja,hiša,ljubljana mesto,ljubljana,dvojček,152.71,314.0,p+1,2024,543000.0,imi stil d.o.o.
6488810,prodaja,hiša,ljubljana mesto,ljubljana,drugo,200.0,100.0,,2000,450000.0,zasebna ponudba
6814883,prodaja,hiša,ljubljana mesto,ljubljana,vrstna,144.6,270.0,p+1+2,1960,337000.0,moduling nepremičnine d.o.o.
6837222,prodaja,hiša,ljubljana mesto,ljubljana,vrstna,239.0,261.0,,2002,410000.0,taurus group d.o.o.
6821105,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,150.0,600.0,k+p+1,1950,390000.0,"stop d.o.o., ljubljana-šentvid"
6839270,prodaja,hiša,ljubljana mesto,ljubljana,vrstna,189.6,276.7,p+1+2,2024,864217.0,mesto nepremičnin d.o.o.
6831398,prodaja,hiša,ljubljana mesto,ljubljana,vrstna,189.6,185.7,p+1+2,2024,804430.0,mesto nepremičnin d.o.o.
6842375,prodaja,hiša,ljubljana mesto,ljubljana,vrstna,189.6,214.6,p+1+2,2024,823418.0,mesto nepremičnin d.o.o.
6811265,prodaja,hiša,ljubljana mesto,ljubljana,vrstna,193.1,471.0,,2009,690000.0,artik nepremičnine d.o.o.
6558771,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,644.7,680.0,p+1+m,1930,790000.0,"mp projekt, d.o.o., pe ljubljana"
6490463,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,668.0,696.0,,1935,790000.0,ljubljana nepremičnine d.o.o.
6764928,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,85.5,1106.0,,1991,189000.0,mka nepremičnine d.o.o.
6836177,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,360.0,1300.0,k+p+1,2000,140000.0,zasebna ponudba
6461295,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,170.0,359.0,k+p+1+m,2006,695000.0,"coinhab, d.o.o."
6732723,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,259.9,171.9,,1928,670000.0,revestum d.o.o.
6560389,prodaja,hiša,ljubljana mesto,ljubljana,dvojček,132.8,300.0,p+m,2014,185000.0,studio modul d.o.o.
6842382,prodaja,hiša,ljubljana mesto,ljubljana,vrstna,170.0,228.0,p+1+2,1966,485000.0,"stan nepremičnine d.o.o., ljubljana"
6832747,prodaja,hiša,ljubljana mesto,ljubljana,dvojček,222.1,329.0,p+1+2,1982,728000.0,mesto nepremičnin d.o.o.
6756700,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,240.0,654.0,,1939,499000.0,"re/max ljubljana, nepremičninska družba d.o.o. "
6847184,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,260.0,308.0,,1981,546000.0,"stan nepremičnine d.o.o., ljubljana"
6535222,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,262.0,306.0,p+1+m,1981,546000.0,zasebna ponudba
6798316,prodaja,hiša,ljubljana mesto,ljubljana,samostojna,64.0,69.308,p,1955,750000.0,"stoja trade, d.o.o., ljubljana"
6512052,prodaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,85.2,,2/2,2022,375000.0,abc nepremičnine d.o.o.
6812165,prodaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,80.0,,1/2,2026,333285.15,professional real estate agency d.o.o.
6819423,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,91.5,,1/2,2026,385645.0,professional real estate agency d.o.o.
6841002,prodaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,87.84,,4/4,1986,315000.0,hiša nepremičnine 1 d.o.o.
6816882,prodaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,67.8,,2/3,1967,319000.0,zasebna ponudba
6743857,prodaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,71.8,,9/10,1964,269000.0,abc nepremičnine d.o.o.
6827094,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,102.7,,1/3,2024,570000.0,revestum d.o.o.
6589426,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,95.64,,5/5,2026,465000.0,lin nepremičnine d.o.o.
6589382,prodaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,96.51,,3/5,2026,420000.0,lin nepremičnine d.o.o.
6767211,prodaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,92.9,,,2009,390000.0,"sdh, d.d."
6845736,prodaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,55.0,50.0,pk/2,2010,279000.0,zasebna ponudba
6792049,prodaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,124.4,,2,2024,532531.0,sindrom d.o.o.
6792050,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,134.3,,4,2024,682311.0,sindrom d.o.o.
6758807,prodaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,69.3,,1/5,1956,265000.0,perfekt b d.o.o.
6790212,prodaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,44.3,,,1930,185000.0,kreativdom d.o.o.
6832182,prodaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,55.5,,1/2,1981,195000.0,baza agencija d.o.o.
6840337,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,97.1,123.35,p/2,2023,490967.0,mesto nepremičnin d.o.o.
6823710,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,97.1,,p/2,2023,562368.0,mesto nepremičnin d.o.o.
6840974,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,97.1,,p/2,2023,589084.0,mesto nepremičnin d.o.o.
6846620,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,97.1,,p/2,2023,476586.0,mesto nepremičnin d.o.o.
6839274,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,97.1,,p/2,2023,493462.0,mesto nepremičnin d.o.o.
6842296,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,97.1,,p/2,2023,514002.0,mesto nepremičnin d.o.o.
6834999,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,179.42,,1/2,2023,572601.0,mesto nepremičnin d.o.o.
6827514,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,179.42,,1/2,2023,572601.0,mesto nepremičnin d.o.o.
6829390,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,179.42,,1/2,2023,570685.0,mesto nepremičnin d.o.o.
6522955,prodaja,hiša,notranjska,laze pri gorenjem jezeru,drugo,234.0,1745.0,p+1,1950,65000.0,d5 ing d.o.o.
6697000,prodaja,hiša,notranjska,nadanje selo,samostojna,160.0,478.0,p+1,1810,80000.0,"market center omnis d.o.o., pe nepremičninski center koper"
6705835,prodaja,hiša,notranjska,nadanje selo,samostojna,160.0,478.0,p+1,1810,80000.0,ruj nepremičnine d.o.o.
6737795,prodaja,hiša,notranjska,nadlesk,vrstna,172.4,229.0,,1931,40000.0,"nepremičninska družba, d.o.o., pe re/max obala"
6571113,prodaja,hiša,notranjska,nova vas,samostojna,742.0,2040.0,k+p+1+m,1857,220000.0,fortuna int. d.o.o.
6791094,prodaja,hiša,notranjska,nova vas,samostojna,119.9,93342.0,,1930,163000.0,abc nepremičnine d.o.o.
6722135,prodaja,hiša,notranjska,nova vas,samostojna,260.0,1290.0,,1896,290000.0,"nepremičnine klemenčič, borut klemenčič hočevar s.p."
6840332,prodaja,hiša,notranjska,otok,samostojna,217.5,1430.0,,1980,164000.0,rojal invest d.o.o.
6582253,prodaja,hiša,notranjska,palčje,samostojna,86.5,555.0,,1915,53000.0,nepremičnine land d.o.o.
6756801,prodaja,hiša,notranjska,pivka,samostojna,285.0,354.0,,2023,560000.0,nepremičnine land d.o.o.
6831820,prodaja,hiša,notranjska,pivka,samostojna,372.6,560.0,,1921,210000.0,svet real d.o.o.
6842378,prodaja,hiša,notranjska,pivka,vrstna,102.4,232.0,,1900,39000.0,nepremičnine land d.o.o.
6511438,prodaja,hiša,notranjska,planina,samostojna,240.0,306.0,,1750,85000.0,ruj nepremičnine d.o.o.
6812752,prodaja,hiša,notranjska,postojna,vrstna,271.5,265.0,,1800,407250.0,nepremičnine land d.o.o.
6732542,prodaja,hiša,notranjska,postojna,vrstna,480.0,,k+p+1+m,1990,495000.0,"petro deluxe, jan petrovič s.p."
6773433,prodaja,hiša,notranjska,postojna,samostojna,263.0,647.0,,1980,239000.0,"agenti celje, až&mb nerad d.o.o."
6580683,prodaja,hiša,notranjska,postojna,samostojna,2200.0,5578.0,k+p+m,1999,360000.0,d5 ing d.o.o.
6751149,prodaja,hiša,notranjska,pregarje,samostojna,111.2,220.0,,1920,180000.0,"niona, nina rangus s.p."
6493763,prodaja,hiša,notranjska,prem,samostojna,88.0,,,1990,105000.0,nepremičnine land d.o.o.
6508038,prodaja,hiša,notranjska,prem,samostojna,110.0,435.0,k+p+1,1850,40000.0,zasebna ponudba
6841067,prodaja,hiša,notranjska,prem,samostojna,355.0,72339.0,,1950,210000.0,roni nepremičnine d.o.o.
6842640,prodaja,hiša,notranjska,prestranek,samostojna,485.1,5220.0,k+p+1+m,1938,765000.0,"nepremičninska agencija ""tloris"" miro torić s.p."
6845855,prodaja,hiša,notranjska,rakek,dvojček,155.0,427.0,,2024,439000.0,"stan nepremičnine d.o.o., ljubljana"
6845881,prodaja,hiša,notranjska,rakek,dvojček,155.0,427.0,p+1+m,2025,439000.0,"stan nepremičnine d.o.o., ljubljana"
6757987,prodaja,hiša,notranjska,rakek,drugo,475.0,593.0,k+p+m,1880,158800.0,baza agencija d.o.o.
6836222,prodaja,stanovanje,savinjska,celje,3-sobno,81.6,,4/4,1989,195000.0,"nepremičninska družba, d.o.o., pe re/max premium"
6842613,prodaja,stanovanje,savinjska,celje,3-sobno,84.9,,3,1931,245900.0,"nepremičninska družba, d.o.o., pe re/max premium"
6763491,prodaja,stanovanje,savinjska,celje,3-sobno,85.0,250.0,,1850,114200.0,"nepremičninska družba, d.o.o., pe re/max premium"
6474145,prodaja,stanovanje,savinjska,celje,"3,5-sobno",87.6,,,1895,147000.0,"nepremičninska družba, d.o.o., pe re/max premium"
6828340,prodaja,stanovanje,savinjska,celje,3-sobno,94.5,,3/15,2024,370000.0,"geopro nepremičnine, d.o.o. "
6812914,prodaja,stanovanje,savinjska,celje,3-sobno,99.54,,m,1890,248000.0,"agenti celje, až&mb nerad d.o.o."
6774657,prodaja,stanovanje,savinjska,celje,3-sobno,117.2,,1/3,1870,155000.0,borza nepremičnin d.o.o.
6748438,prodaja,stanovanje,savinjska,celje,4-sobno,136.0,24.0,vp/p+1+2,1997,279000.0,bajtiga poslovanje z nepremičninami d.o.o.
6780567,prodaja,stanovanje,savinjska,celje,4-sobno,142.0,32.0,p+1+2,2000,280000.0,borza nepremičnin d.o.o.
6757824,prodaja,stanovanje,savinjska,celje,3-sobno,150.0,150.0,2/2,1997,139000.0,zasebna ponudba
6775762,prodaja,stanovanje,savinjska,celje,3-sobno,173.0,,2/3,1910,159000.0,"nepremičninska družba, d.o.o., pe re/max premium"
6842451,prodaja,stanovanje,savinjska,celje,3-sobno,849.0,,4,1931,245900.0,"nepremičninska družba, d.o.o., pe re/max premium"
6836251,prodaja,stanovanje,savinjska,celje,drugo,903.4,1332.0,,1997,840000.0,mptrg d.o.o.
6788110,prodaja,stanovanje,savinjska,celje,3-sobno,85.0,74.0,m/2,2024,170000.0,kapitol posredovanje d.o.o.
6841654,prodaja,stanovanje,savinjska,celje,3-sobno,85.0,74.0,m/2,2024,170000.0,kapitol posredovanje d.o.o.
6474239,prodaja,stanovanje,savinjska,celje,3-sobno,117.2,,,1870,155000.0,"real-fin posredovanje z nepremičninami d.o.o., pe celje"
6845621,prodaja,stanovanje,savinjska,celje,3-sobno,66.0,,4/5,1971,160000.0,zasebna ponudba
6545058,prodaja,stanovanje,savinjska,celje,apartma,66.0,,p/2,1700,148000.0,"market center omnis d.o.o., pe nepremičninski center celje"
6838885,prodaja,stanovanje,savinjska,celje,2-sobno,77.8,,m/3,1898,140000.0,"market center omnis d.o.o., pe nepremičninski center celje"
6751495,prodaja,stanovanje,savinjska,celje,4-sobno,142.0,,1/2,1885,350000.0,"market center omnis d.o.o., pe nepremičninski center celje"
6749532,prodaja,stanovanje,savinjska,celje,4-sobno,142.0,,1/2,1885,350000.0,kapitol posredovanje d.o.o.
6812650,prodaja,stanovanje,savinjska,celje,4-sobno,128.08,,1,1900,179000.0,mptrg d.o.o.
6717320,prodaja,stanovanje,savinjska,celje,4-sobno,162.6,,1/2,1800,280000.0,"center nepremičnin, geoprojekt, geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
6837319,prodaja,stanovanje,savinjska,celje,"2,5-sobno",63.0,,1/1,1849,160000.0,zasebna ponudba
6763458,prodaja,stanovanje,savinjska,celje,3-sobno,65.0,,p/3,1911,133000.0,zasebna ponudba
6830234,oddaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,137.0,,,2008,2000.0,"ab nepremičnine, agencija za posredovanje v prometu z nepremičninami, aline belinger s.p."
6838679,oddaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,126.39,,p/2,2009,2000.0,"mreža&partnerji, nepremičnine, d.o.o."
6778545,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,53.0,,3/22,2023,1500.0,zasebna ponudba
6834217,oddaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,214.0,,m/5,2004,4000.0,zasebna ponudba
6808925,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,25.0,,,1984,550.0,zasebna ponudba
6839282,oddaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,103.0,,,1997,1800.0,zasebna ponudba
6788514,oddaja,stanovanje,ljubljana mesto,ljubljana,soba,7.0,,,1961,360.0,zasebna ponudba
6842703,oddaja,stanovanje,ljubljana mesto,ljubljana,1-sobno,30.0,,p,1990,560.0,zasebna ponudba
6839813,oddaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,86.2,,2,2002,1150.0,ljubljana nepremičnine d.o.o.
6840667,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,60.0,,1/3,2024,1360.0,"coinhab, d.o.o."
6846130,oddaja,stanovanje,ljubljana mesto,ljubljana,soba,6.0,100.0,2/2,2000,200.0,zasebna ponudba
6840691,oddaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,60.0,,4/10,1970,700.0,zasebna ponudba
6835401,oddaja,stanovanje,ljubljana mesto,ljubljana,3-sobno,82.0,,1/3,2015,1190.0,zasebna ponudba
6846255,oddaja,stanovanje,ljubljana mesto,ljubljana,soba,16.0,,,2020,250.0,zasebna ponudba
6777061,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,34.1,,1/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777053,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,34.3,,1/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777056,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,34.4,,1/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777049,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,34.4,,p/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777063,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,34.9,,1/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777044,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,35.0,,p/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777046,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,35.2,,p/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777057,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,35.6,,1/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777060,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,37.8,,1/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777048,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,40.7,,p/2,2024,690.0,ljubljana nepremičnine d.o.o.
6777054,oddaja,stanovanje,ljubljana mesto,ljubljana,garsonjera,42.1,,1/2,2024,690.0,ljubljana nepremičnine d.o.o.
6837221,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,147.2,,p+1+2,2023,625000.0,baza agencija d.o.o.
6838986,prodaja,stanovanje,ljubljana mesto,ljubljana,"3,5-sobno",103.8,,,1955,245000.0,"petro deluxe, jan petrovič s.p."
6819661,prodaja,stanovanje,ljubljana mesto,ljubljana,1-sobno,32.7,,2,1960,210000.0,"stoja trade, d.o.o., ljubljana"
6841629,prodaja,stanovanje,ljubljana mesto,ljubljana,2-sobno,70.0,,2/3,1841,399000.0,baza agencija d.o.o.
6782113,prodaja,stanovanje,ljubljana mesto,ljubljana,4-sobno,128.0,61.52,vp/3,2024,800000.0,studio 68 d.o.o.
